CanalID,Nome_Canal,Plataforma,Data_Criacao,Data_Alteracao,Usuario_Criacao,Usuario_Alteracao
737,Chatbot,HootSuite,"2021-02-06 00:00:00","2024-10-28 00:00:00","Nichole Santos","Sean de Oliveira"
738,Telefone,Freshdesk,"2021-04-19 00:00:00","2023-12-20 00:00:00","Ezra da Cunha","Autumn Magalhaes"
739,Chat,SproutSocial,"2023-04-12 00:00:00","2024-05-07 00:00:00","Nyssa dos Reis","Cedric Barreto"
740,Chatbot,LiveChat,"2022-05-13 00:00:00","2025-01-02 00:00:00","Gabriel de Souza","Ignacia Vaz"
741,SMS,SalesforeceServiceNow,"2022-06-24 00:00:00","2024-10-25 00:00:00","Rae Azevedo","Phillip Borges"
742,Telefone,Drift,"2024-04-08 00:00:00","2025-09-15 00:00:00","Addison Neves","Leigh Dias"
743,Telegram,SalesforeceServiceNow,"2023-02-03 00:00:00","2025-03-22 00:00:00","Cynthia Paulino","Channing de Sousa"
744,Chatbot,SalesforeceServiceNow,"2022-05-31 00:00:00","2024-08-26 00:00:00","Bruno Camargo","Vladimir Caetano"
745,Telegram,Five9,"2023-10-09 00:00:00","2024-12-26 00:00:00","Melinda Medeiros","August de Souza"
746,Chatbot,SalesforeceServiceNow,"2020-12-22 00:00:00","2025-04-03 00:00:00","Griffith Barboza","Dieter Sántos"
747,WhatsApp,SproutSocial,"2023-03-26 00:00:00","2025-03-24 00:00:00","William de Jesus","Fiona Nunes"
748,E-mail,Drift,"2023-06-02 00:00:00","2025-04-30 00:00:00","Cassady Domingos","Gage de Abreu"
749,Chatbot,HootSuite,"2023-12-19 00:00:00","2023-12-18 00:00:00","Deanna Teixeira","Aline de Araujo"
750,SMS,SalesforeceServiceNow,"2020-10-02 00:00:00","2024-12-29 00:00:00","William Santiago","Tobias Matias"
751,Chat,Ticketing,"2020-08-02 00:00:00","2025-08-27 00:00:00","Elizabeth Matias","Simone Sampaio"
752,Chat,SalesforeceServiceNow,"2024-05-21 00:00:00","2025-09-20 00:00:00","Clayton Alves","Aurelia Bispo"
753,E-mail,Intercom,"2020-10-20 00:00:00","2024-04-08 00:00:00","Graiden Garcia","Lana Lima"
754,Telefone,Zendesk,"2024-09-02 00:00:00","2024-07-07 00:00:00","Mikayla Sales","Ebony de Campos"
755,Telegram,Drift,"2020-04-25 00:00:00","2024-11-11 00:00:00","Jeremy da Rocha","Kimberley Sales"
756,Chat,HootSuite,"2021-06-14 00:00:00","2024-12-02 00:00:00","Wayne do Carmo","Jenette Oliveira"
757,Chat,Drift,"2020-07-25 00:00:00","2025-03-25 00:00:00","Lacy Sousa","Palmer Candido"
758,Chat,Ticketing,"2024-02-17 00:00:00","2024-11-27 00:00:00","Summer Cavalcante","Nora Ribeiro"
759,Chatbot,Five9,"2022-04-02 00:00:00","2024-06-25 00:00:00","Jacob Gonzaga","Chester de Jesus"
760,SMS,Zendesk,"2024-08-01 00:00:00","2025-04-29 00:00:00","Holmes Rezende","Melyssa Ramos"
761,Chatbot,Freshdesk,"2020-03-22 00:00:00","2024-07-31 00:00:00","Justine Antunes","Duncan Tavares"
762,RedesSociais,Zendesk,"2023-02-07 00:00:00","2025-01-14 00:00:00","Jeremy Tavares","Emmanuel Monteiro"
763,App,Zendesk,"2020-04-17 00:00:00","2025-07-23 00:00:00","Ira Lima","Zena dos Anjos"
764,Chatbot,SproutSocial,"2024-03-05 00:00:00","2025-08-15 00:00:00","Keelie Castro","Jonas Guimaraes"
765,Chat,SalesforeceServiceNow,"2023-05-16 00:00:00","2025-06-19 00:00:00","Petra Castro","Madeline Ramos"
766,E-mail,HootSuite,"2020-01-31 00:00:00","2024-05-25 00:00:00","Guinevere Barreto","Fuller Magalhaes"
767,SMS,Freshdesk,"2022-10-29 00:00:00","2023-10-09 00:00:00","Edward Torres","Hop de Fatima"
768,SMS,Drift,"2023-01-21 00:00:00","2025-07-31 00:00:00","Herrod Batista","Katell Torres"
769,Telefone,SproutSocial,"2022-01-16 00:00:00","2024-12-08 00:00:00","Carson Barboza","Brian de Araujo"
770,RedesSociais,Freshdesk,"2022-12-19 00:00:00","2025-09-10 00:00:00","Beverly Freire","Gareth da Rosa"
771,WhatsApp,SalesforeceServiceNow,"2020-08-28 00:00:00","2023-10-31 00:00:00","Galvin Neves","Yvonne Menezes"
772,Telegram,SproutSocial,"2022-04-30 00:00:00","2025-01-10 00:00:00","Plato Paiva","Nigel Pacheco"
773,RedesSociais,HootSuite,"2022-09-26 00:00:00","2023-12-24 00:00:00","Adena da Cruz","Leandra Correa"
774,RedesSociais,SproutSocial,"2023-08-21 00:00:00","2024-01-05 00:00:00","Wanda de Melo","Adrian de Barros"
775,Telefone,Five9,"2020-12-17 00:00:00","2025-08-09 00:00:00","Demetrius Amorim","Cailin Paiva"
776,RedesSociais,Five9,"2023-02-18 00:00:00","2023-12-26 00:00:00","Finn Cruz","Tobias Carneiro"
777,WhatsApp,SalesforeceServiceNow,"2023-09-16 00:00:00","2024-05-18 00:00:00","Cade Xavier","Alvin Maciel"
778,Chatbot,HootSuite,"2021-05-05 00:00:00","2024-12-07 00:00:00","Thor da Conceiçao","Ryan Mariano"
779,Chat,LiveChat,"2024-06-09 00:00:00","2024-10-11 00:00:00","Jameson Castro","Neil do Nascimento"
780,RedesSociais,Freshdesk,"2021-05-08 00:00:00","2024-04-14 00:00:00","Demetria Amaral","Hedy da Costa"
781,Chatbot,Zendesk,"2023-01-30 00:00:00","2025-09-17 00:00:00","Summer Fonseca","Simone dos Santos"
782,E-mail,Zendesk,"2022-12-17 00:00:00","2024-06-09 00:00:00","Quinn Araujo","Ryder Franca"
783,Chatbot,Intercom,"2021-11-14 00:00:00","2023-11-28 00:00:00","Yeo de Fatima","Nehru Franco"
784,RedesSociais,SproutSocial,"2023-04-29 00:00:00","2025-07-25 00:00:00","Quinn Figueiredo","Tamekah Sampaio"
785,Chat,HootSuite,"2021-07-29 00:00:00","2024-05-19 00:00:00","Erica Borges","Hilda de Lima"
786,Telefone,Zendesk,"2020-06-22 00:00:00","2025-05-19 00:00:00","Velma da Silva","Joan Dias"
787,Chat,SalesforeceServiceNow,"2022-06-02 00:00:00","2024-05-28 00:00:00","Benjamin Muniz","Lacy Machado"
788,SMS,Ticketing,"2022-04-11 00:00:00","2025-07-19 00:00:00","Maya Vieira","Callie Morais"
789,Telegram,LiveChat,"2020-01-23 00:00:00","2024-12-12 00:00:00","Isaac Moraes","Jolie Campos"
790,Telegram,Drift,"2020-06-22 00:00:00","2025-08-29 00:00:00","Mariam Barbosa","Porter Martins"
791,Telegram,Freshdesk,"2020-10-03 00:00:00","2025-04-10 00:00:00","Odysseus Rocha","Shoshana Nonato"
792,E-mail,LiveChat,"2020-05-24 00:00:00","2025-07-23 00:00:00","Zahir Chaves","Elizabeth de Almeida"
793,Chatbot,Intercom,"2020-04-09 00:00:00","2024-03-20 00:00:00","Carson de Melo","Oliver Aguiar"
794,WhatsApp,Freshdesk,"2020-09-07 00:00:00","2025-03-09 00:00:00","Renee Freire","Richard de Lima"
795,Chat,Zendesk,"2022-12-27 00:00:00","2024-04-20 00:00:00","Clio Camargo","Berk Domingos"
796,Chat,SalesforeceServiceNow,"2022-01-04 00:00:00","2025-07-08 00:00:00","Mara Chaves","Breanna Santiago"
797,RedesSociais,Zendesk,"2020-06-01 00:00:00","2024-08-31 00:00:00","Bell Garcia","Kim Campos"
798,Chat,Intercom,"2021-05-20 00:00:00","2025-03-26 00:00:00","Stone Magalhaes","William Miranda"
799,E-mail,Ticketing,"2023-03-18 00:00:00","2024-07-07 00:00:00","Dieter de Jesus","Blossom de Souza"
800,App,Five9,"2021-07-03 00:00:00","2024-11-13 00:00:00","Rooney Machado","Orla Bento"
801,E-mail,Freshdesk,"2024-06-01 00:00:00","2023-12-26 00:00:00","Samantha Torres","Fleur Inacio"
802,E-mail,SproutSocial,"2022-12-12 00:00:00","2023-11-14 00:00:00","Blossom Freire","Chloe Domingues"
803,SMS,SproutSocial,"2021-06-05 00:00:00","2025-02-11 00:00:00","Paul Mariano","Xenos Campos"
804,Telegram,LiveChat,"2022-06-10 00:00:00","2025-09-03 00:00:00","Chloe Castro","Jennifer de Andrade"
805,Telefone,Drift,"2023-09-24 00:00:00","2024-11-17 00:00:00","Tiger Das Neves","Brenden Marques"
806,Chat,Ticketing,"2020-05-16 00:00:00","2024-11-18 00:00:00","Whoopi da Silva","TaShya de Assis"
807,E-mail,SproutSocial,"2023-07-07 00:00:00","2025-01-20 00:00:00","Zane Araujo","Larissa Nunes"
808,App,Zendesk,"2022-04-25 00:00:00","2024-07-06 00:00:00","Stuart de Araujo","Henry Bastos"
809,E-mail,LiveChat,"2023-12-26 00:00:00","2025-03-01 00:00:00","Stuart Nogueira","Austin de Moura"
810,E-mail,Zendesk,"2024-07-20 00:00:00","2024-02-18 00:00:00","Lars Rezende","Addison Moreira"
811,SMS,Freshdesk,"2024-09-17 00:00:00","2024-08-13 00:00:00","Ashton do Carmo","Andrew Sousa"
812,Chatbot,SproutSocial,"2021-11-30 00:00:00","2024-12-11 00:00:00","Candace Azevedo","Vielka Farias"
813,SMS,Zendesk,"2020-12-18 00:00:00","2024-06-06 00:00:00","Todd Furtado","Seth Oliveira"
814,Chatbot,Ticketing,"2021-11-02 00:00:00","2025-08-10 00:00:00","Alexander Ferraz","Igor Ribeiro"
815,Chat,Freshdesk,"2023-07-02 00:00:00","2024-09-20 00:00:00","Whoopi de Almeida","Holmes Reis"
816,Telefone,SproutSocial,"2023-12-04 00:00:00","2024-01-31 00:00:00","Henry Furtado","Rhona Freire"
817,Telefone,Freshdesk,"2023-06-09 00:00:00","2024-01-07 00:00:00","Adrienne Campos","Rhiannon Mendes"
818,Chatbot,LiveChat,"2023-03-08 00:00:00","2024-01-11 00:00:00","Jasmine Borges","Louis Morais"
819,WhatsApp,Intercom,"2022-10-29 00:00:00","2024-10-13 00:00:00","Cora Araujo","Ori Vasconcelos"
820,Telefone,Freshdesk,"2023-10-17 00:00:00","2024-12-18 00:00:00","Sade Bastos","Malcolm Coelho"
821,Telegram,Freshdesk,"2022-12-16 00:00:00","2025-07-19 00:00:00","Lilah Santana","Sydney Maia"
822,Chat,LiveChat,"2022-02-22 00:00:00","2023-10-14 00:00:00","Ursa Pinto","Tana Henrique"
823,Telegram,SproutSocial,"2021-01-01 00:00:00","2025-02-17 00:00:00","Lisandra Nonato","Kiara Medeiros"
824,Chatbot,HootSuite,"2023-12-28 00:00:00","2023-10-29 00:00:00","Amanda Lopes","Minerva Peixoto"
825,Telefone,SalesforeceServiceNow,"2020-08-19 00:00:00","2024-06-24 00:00:00","Yuri Sousa","Olivia Bezerra"
826,RedesSociais,LiveChat,"2022-03-13 00:00:00","2025-03-08 00:00:00","Bevis Moreira","Camille Diniz"
827,RedesSociais,Intercom,"2020-03-23 00:00:00","2024-07-02 00:00:00","Laurel Xavier","Ulysses Barbosa"
828,Chatbot,LiveChat,"2021-05-28 00:00:00","2024-04-22 00:00:00","Mason Alves","Genevieve Barros"
829,RedesSociais,Intercom,"2024-01-14 00:00:00","2025-04-07 00:00:00","Charlotte Magalhaes","Elizabeth Mendes"
830,E-mail,Zendesk,"2020-09-14 00:00:00","2025-09-06 00:00:00","Kaseem Gonzaga","Candice Furtado"
831,SMS,HootSuite,"2022-09-02 00:00:00","2025-09-01 00:00:00","Stephen de Matos","Rebekah Nascimento"
832,Telegram,Drift,"2023-10-18 00:00:00","2025-08-12 00:00:00","Damon de Fatima","Sharon Franca"
833,SMS,HootSuite,"2022-12-16 00:00:00","2025-06-18 00:00:00","Hilel Cruz","Ori Bueno"
834,WhatsApp,Intercom,"2024-08-30 00:00:00","2024-06-10 00:00:00","Kyle Campos","Isaac Das Dores"
835,SMS,SalesforeceServiceNow,"2024-09-16 00:00:00","2024-12-16 00:00:00","Curran Pacheco","Ann Pires"
836,SMS,LiveChat,"2024-07-17 00:00:00","2025-05-31 00:00:00","Nicholas Borges","Portia Farias"
837,RedesSociais,SproutSocial,"2022-03-05 00:00:00","2025-03-19 00:00:00","Daria Santos","Daryl da Luz"
838,WhatsApp,SproutSocial,"2020-01-27 00:00:00","2025-07-03 00:00:00","Ciaran Santos","Sara Santos"
839,Telefone,LiveChat,"2021-07-21 00:00:00","2024-04-29 00:00:00","Dillon Lemos","Glenna de Souza"
840,RedesSociais,Freshdesk,"2021-05-27 00:00:00","2025-02-01 00:00:00","Jasper Chaves","Castor Camargo"
841,Telefone,Ticketing,"2021-12-12 00:00:00","2025-06-11 00:00:00","Deanna Trindade","Brynn Das Neves"
842,Telegram,SproutSocial,"2020-05-24 00:00:00","2024-12-01 00:00:00","Belle Pinto","Whoopi Fernandes"
843,Telefone,Five9,"2021-09-11 00:00:00","2024-02-12 00:00:00","Rooney de Freitas","Rae Moreira"
844,E-mail,Zendesk,"2020-06-16 00:00:00","2025-05-22 00:00:00","Paki Antunes","Amy Fernandes"
845,App,Intercom,"2024-09-25 00:00:00","2024-01-21 00:00:00","Urielle Domingos","Harlan Bezerra"
846,Chatbot,SalesforeceServiceNow,"2022-03-14 00:00:00","2024-02-08 00:00:00","Alfreda Nunes","Jacqueline Aguiar"
847,WhatsApp,LiveChat,"2023-09-28 00:00:00","2024-12-29 00:00:00","Jocelyn Campos","Quemby Ferraz"
848,SMS,Intercom,"2023-12-23 00:00:00","2024-07-22 00:00:00","Harrison Correa","Hayes Inacio"
849,WhatsApp,SproutSocial,"2020-09-19 00:00:00","2025-04-21 00:00:00","Raven Duarte","Lael Garcia"
850,Chatbot,LiveChat,"2023-04-01 00:00:00","2025-06-15 00:00:00","Nadine Magalhaes","Graiden Cardoso"
851,Chat,LiveChat,"2022-08-08 00:00:00","2023-11-16 00:00:00","Gavin Monteiro","Evelyn Freitas"
852,Telefone,Five9,"2023-06-06 00:00:00","2025-04-03 00:00:00","Bertha Teixeira","Rahim Candido"
853,Chat,Freshdesk,"2021-08-25 00:00:00","2024-09-27 00:00:00","Courtney Morais","Sybil Pinheiro"
854,Telefone,Freshdesk,"2021-03-14 00:00:00","2023-10-03 00:00:00","Melvin Silva","Abbot de Santana"
855,E-mail,LiveChat,"2024-03-07 00:00:00","2024-05-04 00:00:00","Angela Mendes","Sopoline Costa"
856,E-mail,Ticketing,"2024-07-18 00:00:00","2024-09-02 00:00:00","Len Franco","Aileen Carneiro"
857,E-mail,Drift,"2023-11-06 00:00:00","2024-04-06 00:00:00","Nasim Leal","Jescie Gonçalves"
858,Chat,Freshdesk,"2024-06-20 00:00:00","2023-12-10 00:00:00","Marvin Caetano","Elizabeth de Souza"
859,Chatbot,HootSuite,"2024-04-22 00:00:00","2025-05-03 00:00:00","Silas de Jesus","Zephr Alves"
860,RedesSociais,SproutSocial,"2021-08-02 00:00:00","2023-12-20 00:00:00","Dacey Muniz","Olga Viana"
861,SMS,LiveChat,"2023-10-04 00:00:00","2024-11-20 00:00:00","Zephania Dias","Daria Almeida"
862,Chatbot,SalesforeceServiceNow,"2022-04-09 00:00:00","2023-11-09 00:00:00","Iliana Carvalho","Macon Menezes"
863,WhatsApp,SalesforeceServiceNow,"2024-02-03 00:00:00","2025-01-26 00:00:00","Freya de Campos","Warren Abreu"
864,Telegram,HootSuite,"2024-05-30 00:00:00","2024-09-11 00:00:00","Wallace Franco","Martin Rosa"
865,Telegram,Five9,"2023-01-08 00:00:00","2025-04-16 00:00:00","Curran Correa","Carson Tavares"
866,E-mail,HootSuite,"2023-10-06 00:00:00","2025-08-01 00:00:00","Brendan Galdino","Guy Coutinho"
867,Telegram,Intercom,"2020-06-26 00:00:00","2024-12-14 00:00:00","Hu Custodio","Violet Franca"
868,E-mail,Zendesk,"2023-04-29 00:00:00","2024-01-07 00:00:00","Veronica Rosa","Abel Oliveira"
869,Telegram,Freshdesk,"2023-03-02 00:00:00","2024-12-23 00:00:00","Dai da Luz","Lawrence Teixeira"
870,RedesSociais,Five9,"2022-05-09 00:00:00","2023-11-29 00:00:00","Timothy Lemos","Quintessa de Castro"
871,E-mail,Freshdesk,"2020-10-08 00:00:00","2025-09-24 00:00:00","Finn de Lourdes","Blythe Ribeiro"
872,SMS,Zendesk,"2021-08-02 00:00:00","2025-09-09 00:00:00","Sybill Sántos","Giacomo Castro"
873,Telefone,Freshdesk,"2024-06-28 00:00:00","2024-06-30 00:00:00","Igor Fagundes","Channing Coelho"
874,Telegram,SalesforeceServiceNow,"2022-06-10 00:00:00","2024-12-04 00:00:00","Blake Bento","Daniel Moreira"
875,WhatsApp,SalesforeceServiceNow,"2023-09-02 00:00:00","2024-10-23 00:00:00","Xandra Andrade","Jacqueline Martins"
876,Chatbot,Five9,"2023-11-21 00:00:00","2024-07-18 00:00:00","Wynter Bispo","Zelda Silveira"
877,Chatbot,Freshdesk,"2022-05-18 00:00:00","2024-11-07 00:00:00","Idona dos Santos","Sebastian Farias"
878,E-mail,SproutSocial,"2021-12-11 00:00:00","2024-09-28 00:00:00","Raja Paulino","Maggy Queiroz"
879,WhatsApp,HootSuite,"2022-12-03 00:00:00","2025-07-20 00:00:00","Kato Bento","Wade Abreu"
880,WhatsApp,SproutSocial,"2021-06-14 00:00:00","2025-05-06 00:00:00","Kirk Galdino","Victor Simoes"
881,RedesSociais,SproutSocial,"2024-07-11 00:00:00","2025-01-24 00:00:00","Avram Das Gracas","Uriel Coutinho"
882,WhatsApp,SproutSocial,"2023-05-11 00:00:00","2025-07-12 00:00:00","Virginia Silva","Bruce do Nascimento"
883,E-mail,Zendesk,"2022-09-11 00:00:00","2024-07-20 00:00:00","Cheryl Magalhaes","Hilary Das Gracas"
884,Telegram,Intercom,"2022-12-26 00:00:00","2024-12-06 00:00:00","Ivy Azevedo","Kasimir de Melo"
885,Telegram,Five9,"2023-02-24 00:00:00","2024-02-16 00:00:00","Kennedy Messias","Halla Pacheco"
886,Chatbot,SalesforeceServiceNow,"2022-04-10 00:00:00","2025-06-18 00:00:00","Todd Nascimento","Elizabeth da Rosa"
887,Chatbot,Intercom,"2021-02-04 00:00:00","2025-07-25 00:00:00","Price Franca","Felix Mariano"
888,Telefone,HootSuite,"2020-07-30 00:00:00","2024-01-09 00:00:00","Brendan Leite","Hop de Lourdes"
889,SMS,Freshdesk,"2020-06-10 00:00:00","2023-11-13 00:00:00","Maxwell Costa","Sopoline Bispo"
890,Telefone,Five9,"2022-03-03 00:00:00","2024-07-21 00:00:00","Yen Franco","James Paiva"
891,E-mail,SproutSocial,"2021-04-24 00:00:00","2024-08-03 00:00:00","Cassady Pereira","Lenore Campos"
892,Telefone,SproutSocial,"2022-01-28 00:00:00","2024-03-20 00:00:00","Glenna de Sousa","Gabriel Rosa"
893,E-mail,Zendesk,"2023-09-06 00:00:00","2024-10-30 00:00:00","Craig Simoes","Gisela Bezerra"
894,E-mail,Freshdesk,"2020-06-07 00:00:00","2023-11-16 00:00:00","Carla Mota","Gray Rocha"
895,Chat,SalesforeceServiceNow,"2023-02-02 00:00:00","2024-06-01 00:00:00","Isadora Rocha","Bevis Soares"
896,E-mail,SproutSocial,"2022-09-22 00:00:00","2024-10-28 00:00:00","Burke Viana","Louis Coelho"
897,Telefone,SproutSocial,"2021-10-28 00:00:00","2024-06-03 00:00:00","Xavier Ramos","Mia Gonçalves"
898,Chat,Five9,"2023-02-10 00:00:00","2024-11-29 00:00:00","Grady do Carmo","Renee Macedo"
899,Chatbot,Five9,"2022-05-31 00:00:00","2024-06-05 00:00:00","Avye Ferreira","Lee Fonseca"
900,E-mail,Ticketing,"2020-07-16 00:00:00","2025-05-06 00:00:00","Faith Lemos","Fallon Alves"
901,WhatsApp,SproutSocial,"2020-01-02 00:00:00","2024-11-03 00:00:00","MacKensie Fernandes","Harper do Nascimento"
902,E-mail,HootSuite,"2023-03-07 00:00:00","2025-07-07 00:00:00","Orson Diniz","Stella Pinheiro"
903,RedesSociais,HootSuite,"2023-06-14 00:00:00","2024-06-01 00:00:00","Rinah Viana","Cathleen Pinto"
904,Telegram,LiveChat,"2021-04-28 00:00:00","2024-05-10 00:00:00","Lamar Barboza","Giselle da Rosa"
905,RedesSociais,Zendesk,"2024-09-19 00:00:00","2025-03-03 00:00:00","Dale Pinto","Alana Vasconcelos"
906,Chat,LiveChat,"2022-04-28 00:00:00","2025-05-14 00:00:00","Dominic da Luz","Cameron Alves"
907,Chat,SproutSocial,"2022-05-16 00:00:00","2024-03-16 00:00:00","Timon Magalhaes","Quail de Araujo"
908,Chat,HootSuite,"2024-08-27 00:00:00","2023-10-14 00:00:00","Laura da Conceiçao","Quyn Oliveira"
909,E-mail,SalesforeceServiceNow,"2022-08-17 00:00:00","2025-04-29 00:00:00","Ira Brandao","Kitra Sousa"
910,App,Freshdesk,"2021-05-27 00:00:00","2024-08-11 00:00:00","Iris de Assis","Charity Medeiros"
911,Telefone,Intercom,"2024-07-23 00:00:00","2024-03-04 00:00:00","Liberty Mota","Alexander Fagundes"
912,SMS,Five9,"2022-06-26 00:00:00","2024-06-26 00:00:00","Ginger Das Neves","Rae Barros"
913,Telegram,HootSuite,"2021-04-13 00:00:00","2025-08-30 00:00:00","Matthew Cavalcante","Samson Rezende"
914,Chat,Intercom,"2023-09-22 00:00:00","2025-09-03 00:00:00","Patrick da Silveira","Abel de Jesus"
915,WhatsApp,Freshdesk,"2024-04-15 00:00:00","2025-03-07 00:00:00","Katelyn Bueno","Miriam de Araujo"
916,SMS,Five9,"2023-12-26 00:00:00","2024-05-31 00:00:00","Sydnee Bueno","Sylvia Caetano"
917,App,HootSuite,"2020-03-23 00:00:00","2025-04-22 00:00:00","Ruby Teixeira","Laith Pacheco"
918,RedesSociais,HootSuite,"2021-08-26 00:00:00","2025-07-16 00:00:00","Yasir Matos","Irma Freire"
919,SMS,Intercom,"2024-04-24 00:00:00","2024-06-30 00:00:00","Orli Magalhaes","Scarlet Almeida"
920,E-mail,SproutSocial,"2022-11-08 00:00:00","2025-08-30 00:00:00","Elvis Batista","Drew Guimaraes"
921,RedesSociais,SalesforeceServiceNow,"2023-05-19 00:00:00","2025-09-08 00:00:00","Kaseem Bueno","Maris Braz"
922,Chat,SproutSocial,"2024-06-22 00:00:00","2024-08-03 00:00:00","Dante Freitas","Ignacia Figueiredo"
923,App,Ticketing,"2020-09-29 00:00:00","2023-10-19 00:00:00","Walker da Rocha","Reece Bezerra"
924,Chatbot,SproutSocial,"2024-07-17 00:00:00","2024-12-31 00:00:00","Dennis Rezende","Buckminster dos Reis"
925,RedesSociais,Intercom,"2022-05-08 00:00:00","2025-09-11 00:00:00","Aretha Silva","Abbot Das Neves"
926,Chat,Five9,"2021-12-20 00:00:00","2024-04-10 00:00:00","Declan de Morais","Morgan Mota"
927,Telegram,HootSuite,"2020-09-06 00:00:00","2024-03-08 00:00:00","Garrett Ramos","Castor da Luz"
928,Chatbot,Intercom,"2020-09-09 00:00:00","2025-04-14 00:00:00","Jordan Trindade","Herrod dos Reis"
929,WhatsApp,Five9,"2023-02-06 00:00:00","2024-03-22 00:00:00","Nehru Sousa","Brennan Chagas"
930,Telegram,Zendesk,"2021-02-12 00:00:00","2023-10-23 00:00:00","Valentine Cunha","Kirby Rocha"
931,Telefone,Intercom,"2020-07-01 00:00:00","2025-01-10 00:00:00","Garth Candido","Caldwell Guimaraes"
932,SMS,SalesforeceServiceNow,"2022-03-14 00:00:00","2024-12-26 00:00:00","Lane Simoes","Florence Medeiros"
933,App,HootSuite,"2021-02-28 00:00:00","2025-03-06 00:00:00","Inez Carvalho","Samuel Diniz"
934,Telegram,Zendesk,"2022-08-14 00:00:00","2024-06-16 00:00:00","Wilma Leal","Demetria Bueno"
935,SMS,Intercom,"2023-01-01 00:00:00","2023-11-08 00:00:00","Mercedes Pereira","Abraham Das Dores"
936,RedesSociais,Drift,"2022-08-24 00:00:00","2025-01-16 00:00:00","Yardley Medeiros","Brynne Sales"
937,App,Ticketing,"2023-09-18 00:00:00","2024-06-17 00:00:00","Maxine de Souza","Beverly da Luz"
938,E-mail,SalesforeceServiceNow,"2024-01-19 00:00:00","2025-02-03 00:00:00","Ivan Felix","Martina Moreira"
939,RedesSociais,Zendesk,"2020-01-04 00:00:00","2025-07-13 00:00:00","Martena Medeiros","Thor Almeida"
940,Chatbot,Zendesk,"2022-06-19 00:00:00","2025-02-18 00:00:00","Jordan Nonato","Roary Peixoto"
941,Telegram,HootSuite,"2021-11-23 00:00:00","2023-11-21 00:00:00","Nero Feitosa","Stewart Viana"
942,SMS,SalesforeceServiceNow,"2022-08-22 00:00:00","2025-06-26 00:00:00","Karleigh Domingues","Evelyn Freitas"
943,App,SproutSocial,"2024-04-08 00:00:00","2024-03-29 00:00:00","MacKenzie Teodoro","Zachary de Azevedo"
944,RedesSociais,Intercom,"2024-04-12 00:00:00","2024-11-23 00:00:00","Vielka dos Reis","Cathleen de Sousa"
945,Telefone,Five9,"2022-07-30 00:00:00","2025-08-27 00:00:00","Shelby Almeida","Francis Figueiredo"
946,Chatbot,HootSuite,"2021-05-12 00:00:00","2025-07-08 00:00:00","Roth Costa","Hyatt Azevedo"
947,Telegram,SalesforeceServiceNow,"2020-09-20 00:00:00","2024-03-24 00:00:00","Katell de Lourdes","Clark de Santana"
948,E-mail,Intercom,"2021-11-26 00:00:00","2023-11-09 00:00:00","Melanie da Rocha","Denise Moura"
949,SMS,Freshdesk,"2023-06-08 00:00:00","2025-01-22 00:00:00","Noel Oliveira","Rose Rocha"
950,Chatbot,Freshdesk,"2023-07-13 00:00:00","2024-04-25 00:00:00","Aiko Braga","Portia da Silveira"
951,RedesSociais,LiveChat,"2020-01-11 00:00:00","2025-07-20 00:00:00","Oleg Santana","Christian Coelho"
952,Chatbot,Intercom,"2022-04-23 00:00:00","2024-04-08 00:00:00","Phyllis Brito","Reagan Das Chagas"
